summit_elev,vertical_drop,fastQuads,quad,triple,double,surface,total_chairs,Runs,TerrainParks,LongestRun_mi,SkiableTerrain_ac,Snow Making_ac,daysOpenLastYear,yearsOpen,averageSnowfall,projectedDaysOpen,NightSkiing_ac,clusters,explained_variance,mean_absolute_error
2.898479555406971,4.169757036417306,1.9706315564495305,1.396027936662785,2.773037484057132,1.8045632214819618,-1.8230224423924828,2.146296488190349,4.631475774390397,-0.6747427664091223,-0.1812185307830798,-5.381796326547334,0.3838738111562473,2.8091682400375184,-0.7754374880747591,-0.033734300291546004,-1.1157604519594455,1.2306176311771189,-4.078892486958506,0.4163700689325385,7.3821802030062145
